League,Team,Player
Serie A 2016/17,ACF Fiorentina,"Hernán Toledo"
Serie A 2016/17,ACF Fiorentina,"Federico Bernardeschi"
Serie A 2016/17,ACF Fiorentina,"Cristian Tello"
Serie A 2016/17,ACF Fiorentina,"Ianis Hagi"
Serie A 2016/17,ACF Fiorentina,"Federico Chiesa"
Serie A 2016/17,ACF Fiorentina,"Mauro Zárate"
Serie A 2016/17,ACF Fiorentina,"Nikola Kalinic"
Serie A 2016/17,ACF Fiorentina,"Khouma Babacar"
Serie A 2016/17,AC Milan,"Gianluigi Donnarumma"
Serie A 2016/17,AC Milan,"Alessandro Plizzari"
Serie A 2016/17,AC Milan,"Alessio Romagnoli"
Serie A 2016/17,AC Milan,"Gustavo Gómez"
Serie A 2016/17,AC Milan,"Gabriel Paletta"
Serie A 2016/17,AC Milan,"Cristián Zapata"
Serie A 2016/17,AC Milan,"Rodrigo Ely"
Serie A 2016/17,AC Milan,"Luca Antonelli"
Serie A 2016/17,AC Milan,"Leonel Vangioni"
Serie A 2016/17,AC Milan,"Ignazio Abate"
Serie A 2016/17,AC Milan,"Mattia De Sciglio"
Serie A 2016/17,AC Milan,"Davide Calabria"
Serie A 2016/17,AC Milan,"Riccardo Montolivo"
Serie A 2016/17,AC Milan,"Andrea Bertolacci"
Serie A 2016/17,AC Milan,"Juraj Kucka"
Serie A 2016/17,AC Milan,"Andrea Poli"
Serie A 2016/17,AC Milan,"Mario Pasalic"
Serie A 2016/17,AC Milan,"Manuel Locatelli"
Serie A 2016/17,AC Milan,"José Sosa"
Serie A 2016/17,AC Milan,"Mati Fernández"
Serie A 2016/17,AC Milan,"Giacomo Bonaventura"
Serie A 2016/17,AC Milan,"Keisuke Honda"
Serie A 2016/17,AC Milan,"Suso"
Serie A 2016/17,AC Milan,"Carlos Bacca"
Serie A 2016/17,AC Milan,"M'Baye Niang"
Serie A 2016/17,AC Milan,"Luiz Adriano"
Serie A 2016/17,AC Milan,"Gianluca Lapadula"
Serie A 2016/17,Torino FC,"Joe Hart"
Serie A 2016/17,Torino FC,"Daniele Padelli"
Serie A 2016/17,Torino FC,"Leandro Castán"
Serie A 2016/17,Torino FC,"Arlind Ajeti"
Serie A 2016/17,Torino FC,"Cesare Bovo"
Serie A 2016/17,Torino FC,"Emiliano Moretti"
Serie A 2016/17,Torino FC,"Antonio Barreca"
Serie A 2016/17,Torino FC,"Cristian Molinaro"
Serie A 2016/17,Torino FC,"Lorenzo De Silvestri"
Serie A 2016/17,Torino FC,"Davide Zappacosta"
Serie A 2016/17,Torino FC,"Mirko Valdifiori"
Serie A 2016/17,Torino FC,"Sasa Lukic"
Serie A 2016/17,Torino FC,"Giuseppe Vives"
Serie A 2016/17,Torino FC,"Daniele Baselli"
Serie A 2016/17,Torino FC,"Marco Benassi"
Serie A 2016/17,Torino FC,"Afriyie Acquah"
Serie A 2016/17,Torino FC,"Joel Obi"
Serie A 2016/17,Torino FC,"Samuel Gustafson"
Serie A 2016/17,Torino FC,"Mattia Aramu"
Serie A 2016/17,Torino FC,"Adem Ljajic"
Serie A 2016/17,Torino FC,"Iago Falqué"
Serie A 2016/17,Torino FC,"Josef Martínez"
Serie A 2016/17,Torino FC,"Andrea Belotti"
Serie A 2016/17,Torino FC,"Lucas Boyé"
Serie A 2016/17,Torino FC,"Maxi López"
Serie A 2016/17,AC Chievo Verona,"Stefano Sorrentino"
Serie A 2016/17,AC Chievo Verona,"Andrea Seculin"
Serie A 2016/17,AC Chievo Verona,"Walter Bressan"
Serie A 2016/17,AC Chievo Verona,"Nicolás Spolli"
Serie A 2016/17,AC Chievo Verona,"Bostjan Cesar"
Serie A 2016/17,AC Chievo Verona,"Alessandro Gamberini"
Serie A 2016/17,AC Chievo Verona,"Dario Dainelli"
Serie A 2016/17,AC Chievo Verona,"Filippo Costa"
Serie A 2016/17,AC Chievo Verona,"Massimo Gobbi"
Serie A 2016/17,AC Chievo Verona,"Fabrizio Cacciatore"
Serie A 2016/17,AC Chievo Verona,"Nicolas Frey"
Serie A 2016/17,AC Chievo Verona,"Gennaro Sardo"
Serie A 2016/17,AC Chievo Verona,"Nicola Rigoni"
Serie A 2016/17,AC Chievo Verona,"Ivan Radovanovic"
Serie A 2016/17,AC Chievo Verona,"Lucas Castro"
Serie A 2016/17,AC Chievo Verona,"Perparim Hetemaj"
Serie A 2016/17,AC Chievo Verona,"Mariano Izco"
Serie A 2016/17,AC Chievo Verona,"Samuel Bastien"
Serie A 2016/17,AC Chievo Verona,"Valter Birsa"
Serie A 2016/17,AC Chievo Verona,"Jonathan de Guzmán"
Serie A 2016/17,AC Chievo Verona,"Vittorio Parigini"
Serie A 2016/17,AC Chievo Verona,"Lamin Jallow"
Serie A 2016/17,AC Chievo Verona,"Riccardo Meggiorini"
Serie A 2016/17,AC Chievo Verona,"Roberto Inglese"
Serie A 2016/17,AC Chievo Verona,"Antonio Floro Flores"
Serie A 2016/17,AC Chievo Verona,"Sergio Pellissier"
Serie A 2016/17,FC Internazionale Milano,"Gabriel"
Serie A 2016/17,FC Internazionale Milano,"Samir Handanovic"
Serie A 2016/17,FC Internazionale Milano,Juan Pablo Carrizo
Serie A 2016/17,FC Internazionale Milano,"Ionut Radu"
Serie A 2016/17,FC Internazionale Milano,"Tommaso Berni"
Serie A 2016/17,FC Internazionale Milano,"Jeison Murillo"
Serie A 2016/17,FC Internazionale Milano,"Miranda"
Serie A 2016/17,FC Internazionale Milano,"Andrea Ranocchia"
Serie A 2016/17,FC Internazionale Milano,"Marco Andreolli"
Serie A 2016/17,FC Internazionale Milano,"Eloge Yao"
Serie A 2016/17,FC Internazionale Milano,"Cristian Ansaldi"
Serie A 2016/17,FC Internazionale Milano,"Yuto Nagatomo"
Serie A 2016/17,FC Internazionale Milano,"Senna Miangue"
Serie A 2016/17,FC Internazionale Milano,"Danilo D'Ambrosio"
Serie A 2016/17,FC Internazionale Milano,"Davide Santon"
Serie A 2016/17,FC Internazionale Milano,"Gary Medel"
Serie A 2016/17,FC Internazionale Milano,"Felipe Melo"
Serie A 2016/17,FC Internazionale Milano,"João Mário"
Serie A 2016/17,FC Internazionale Milano,"Geoffrey Kondogbia"
Serie A 2016/17,FC Internazionale Milano,"Marcelo Brozovic"
Serie A 2016/17,FC Internazionale Milano,"Assane Gnoukouri"
Serie A 2016/17,FC Internazionale Milano,"Éver Banega"
Serie A 2016/17,FC Internazionale Milano,"Ivan Perisic"
Serie A 2016/17,FC Internazionale Milano,"Antonio Candreva"
Serie A 2016/17,FC Internazionale Milano,"Jonathan Biabiany"
Serie A 2016/17,FC Internazionale Milano,"Stevan Jovetic"
Serie A 2016/17,FC Internazionale Milano,"Rodrigo Palacio"
Serie A 2016/17,FC Internazionale Milano,"Mauro Icardi"
Serie A 2016/17,FC Internazionale Milano,"Éder"
Serie A 2016/17,Empoli FC,"Lukasz Skorupski"
Serie A 2016/17,Empoli FC,Alberto Pelagotti
Serie A 2016/17,Empoli FC,"Maurizio Pugliesi"
Serie A 2016/17,Empoli FC,"Giuseppe Bellusci"
Serie A 2016/17,Empoli FC,"Federico Barba"
Serie A 2016/17,Empoli FC,"Andrea Costa"
Serie A 2016/17,Empoli FC,"Uroš ?osi?"
Serie A 2016/17,Empoli FC,"Federico Dimarco"
Serie A 2016/17,Empoli FC,"Manuel Pasqual"
Serie A 2016/17,Empoli FC,"Vincent Laurini"
Serie A 2016/17,Empoli FC,"Frédéric Veseli"
Serie A 2016/17,Empoli FC,"Marco Zambelli"
Serie A 2016/17,Empoli FC,"Assane Dioussé"
Serie A 2016/17,Empoli FC,"José Mauri"
Serie A 2016/17,Empoli FC,"Marcel Büchel"
Serie A 2016/17,Empoli FC,"Raffaele Maiello"
Serie A 2016/17,Empoli FC,"Andrés Tello"
Serie A 2016/17,Empoli FC,"Daniele Croce"
Serie A 2016/17,Empoli FC,"Riccardo Saponara"
Serie A 2016/17,Empoli FC,"Rade Krunic"
Serie A 2016/17,Empoli FC,"Matheus Pereira"
Serie A 2016/17,Empoli FC,"Manuel Pucciarelli"
Serie A 2016/17,Empoli FC,"Guido Marilungo"
Serie A 2016/17,Empoli FC,"Alberto Gilardino"
Serie A 2016/17,Empoli FC,"Massimo Maccarone"
Serie A 2016/17,Empoli FC,"Levan Mchedlidze"
Serie A 2016/17,Empoli FC,"Roman Chanturia"
Serie A 2016/17,UC Sampdoria,"Emiliano Viviano"
Serie A 2016/17,UC Sampdoria,"Christian Puggioni"
Serie A 2016/17,UC Sampdoria,"Andrea Tozzo"
Serie A 2016/17,UC Sampdoria,"Titas Krapikas"
Serie A 2016/17,UC Sampdoria,"Matías Silvestre"
Serie A 2016/17,UC Sampdoria,"Luka Krajnc"
Serie A 2016/17,UC Sampdoria,"Milan Skriniar"
Serie A 2016/17,UC Sampdoria,"Dodô"
Serie A 2016/17,UC Sampdoria,"Vasco Regini"
Serie A 2016/17,UC Sampdoria,"Daniel Pavlovic"
Serie A 2016/17,UC Sampdoria,"Stanley Amuzie"
Serie A 2016/17,UC Sampdoria,"Jacopo Sala"
Serie A 2016/17,UC Sampdoria,"Pedro Pereira"
Serie A 2016/17,UC Sampdoria,"Luca Cigarini"
Serie A 2016/17,UC Sampdoria,"Lucas Torreira"
Serie A 2016/17,UC Sampdoria,"Angelo Palombo"
Serie A 2016/17,UC Sampdoria,"Bruno Fernandes"
Serie A 2016/17,UC Sampdoria,"Karol Linetty"
Serie A 2016/17,UC Sampdoria,"Carlos Carbonero"
Serie A 2016/17,UC Sampdoria,"Édgar Barreto"
Serie A 2016/17,UC Sampdoria,"Mirko Eramo"
Serie A 2016/17,UC Sampdoria,"Dennis Praet"
Serie A 2016/17,UC Sampdoria,"Ricardo Álvarez"
Serie A 2016/17,UC Sampdoria,"Filip Djuricic"
Serie A 2016/17,UC Sampdoria,"Antonio Cassano"
Serie A 2016/17,UC Sampdoria,"Luis Muriel"
Serie A 2016/17,UC Sampdoria,"Patrik Schick"
Serie A 2016/17,UC Sampdoria,"Ante Budimir"
Serie A 2016/17,UC Sampdoria,"Fabio Quagliarella"
Serie A 2016/17,Genoa CFC,"Mattia Perin"
Serie A 2016/17,Genoa CFC,"Eugenio Lamanna"
Serie A 2016/17,Genoa CFC,"Lukas Zima"
Serie A 2016/17,Genoa CFC,"Armando Izzo"
Serie A 2016/17,Genoa CFC,"Ezequiel Muñoz"
Serie A 2016/17,Genoa CFC,"Santiago Gentiletti"
Serie A 2016/17,Genoa CFC,"Nicolás Burdisso"
Serie A 2016/17,Genoa CFC,"Davide Biraschi"
Serie A 2016/17,Genoa CFC,"Lucas Orbán"
Serie A 2016/17,Genoa CFC,"Davide Brivio"
Serie A 2016/17,Genoa CFC,"Riccardo Fiamozzi"
Serie A 2016/17,Genoa CFC,"Issa Cissokho"
Serie A 2016/17,Genoa CFC,"Tomás Rincón"
Serie A 2016/17,Genoa CFC,"Miguel Veloso"
Serie A 2016/17,Genoa CFC,"Luca Rigoni"
Serie A 2016/17,Genoa CFC,"Isaac Cofie"
Serie A 2016/17,Genoa CFC,"Olivier Ntcham"
Serie A 2016/17,Genoa CFC,"Edenilson"
Serie A 2016/17,Genoa CFC,"Diego Laxalt"
Serie A 2016/17,Genoa CFC,"Nikola Ninkovic"
Serie A 2016/17,Genoa CFC,"Lucas Ocampos"
Serie A 2016/17,Genoa CFC,"Darko Lazovic"
Serie A 2016/17,Genoa CFC,"Serge Gakpé"
Serie A 2016/17,Genoa CFC,"Goran Pandev"
Serie A 2016/17,Genoa CFC,"Giovanni Simeone"
Serie A 2016/17,Genoa CFC,"Leonardo Pavoletti"
Serie A 2016/17,Cagliari Calcio,"João Pedro"
Serie A 2016/17,Cagliari Calcio,"Luca Rossettini"
Serie A 2016/17,Cagliari Calcio,"Danilo Avelar"
Serie A 2016/17,Cagliari Calcio,"Zeljko Brkic"
Serie A 2016/17,Cagliari Calcio,"Simone Colombi"
Serie A 2016/17,Cagliari Calcio,"Alessio Cragno"
Serie A 2016/17,Cagliari Calcio,"Werther Carboni"
Serie A 2016/17,Cagliari Calcio,"Modibo Diakité"
Serie A 2016/17,Cagliari Calcio,"Marco Capuano"
Serie A 2016/17,Cagliari Calcio,"Simone Benedetti"
Serie A 2016/17,Cagliari Calcio,"Luca Ceppitelli"
Serie A 2016/17,Cagliari Calcio,"Nicola Murru"
Serie A 2016/17,Cagliari Calcio,"Francesco Pisano"
Serie A 2016/17,Cagliari Calcio,"Alejandro González"
Serie A 2016/17,Cagliari Calcio,"Antonio Balzano"
Serie A 2016/17,Cagliari Calcio,"Daniele Conti"
Serie A 2016/17,Cagliari Calcio,"Albin Ekdal"
Serie A 2016/17,Cagliari Calcio,"Josef Husbauer"
Serie A 2016/17,Cagliari Calcio,"Daniele Dessena"
Serie A 2016/17,Cagliari Calcio,"Nicolò Barella"
Serie A 2016/17,Cagliari Calcio,"Mattia Muroni"
Serie A 2016/17,Cagliari Calcio,"Andrea Cossu"
Serie A 2016/17,Cagliari Calcio,"Paul-José Mpoku"
Serie A 2016/17,Cagliari Calcio,"Diego Farias"
Serie A 2016/17,Cagliari Calcio,"Caio Rangel"
Serie A 2016/17,Cagliari Calcio,"Víctor Ibarbo"
Serie A 2016/17,Cagliari Calcio,"Marco Sau"
Serie A 2016/17,Cagliari Calcio,"Duje Cop"
Serie A 2016/17,Cagliari Calcio,"Samuele Longo"
Serie A 2016/17,Cagliari Calcio,"Alessandro Capello"
Serie A 2016/17,Bologna FC,"Godfred Donsah"
Serie A 2016/17,Bologna FC,"Antonio Mirante"
Serie A 2016/17,Bologna FC,"Alfred Gomis"
Serie A 2016/17,Bologna FC,"Angelo da Costa"
Serie A 2016/17,Bologna FC,"Mouhamadou Sarr"
Serie A 2016/17,Bologna FC,"Marios Oikonomou"
Serie A 2016/17,Bologna FC,"Filip Helander"
Serie A 2016/17,Bologna FC,"Daniele Gastaldello"
Serie A 2016/17,Bologna FC,"Domenico Maietta"
Serie A 2016/17,Bologna FC,"Adam Masina"
Serie A 2016/17,Bologna FC,"Archimede Morleo"
Serie A 2016/17,Bologna FC,"Ibrahima Mbaye"
Serie A 2016/17,Bologna FC,"Vasilis Torosidis"
Serie A 2016/17,Bologna FC,"Alex Ferrari"
Serie A 2016/17,Bologna FC,"Emil Krafth"
Serie A 2016/17,Bologna FC,"Federico Viviani"
Serie A 2016/17,Bologna FC,"Ádám Nagy"
Serie A 2016/17,Bologna FC,"Saphir Taider"
Serie A 2016/17,Bologna FC,"Luca Rizzo"
Serie A 2016/17,Bologna FC,"Blerim Dzemaili"
Serie A 2016/17,Bologna FC,"Erick Pulgar"
Serie A 2016/17,Bologna FC,"Simone Verdi"
Serie A 2016/17,Bologna FC,"Anthony Mounier"
Serie A 2016/17,Bologna FC,"Ladislav Krejcí"
Serie A 2016/17,Bologna FC,"Federico Di Francesco"
Serie A 2016/17,Bologna FC,"Mattia Destro"
Serie A 2016/17,Bologna FC,"Umar Sadiq"
Serie A 2016/17,Bologna FC,"Sergio Floccari"
Serie A 2016/17,Bologna FC,"Robert Acquafresca"
Serie A 2016/17,FC Crotone,"Lorenzo Crisetig"
Serie A 2016/17,FC Crotone,"Alex Cordaz"
Serie A 2016/17,FC Crotone,"Valentin Cojocaru"
Serie A 2016/17,FC Crotone,"Aniello Viscovo"
Serie A 2016/17,FC Crotone,"Marco Festa"
Serie A 2016/17,FC Crotone,"Noë Dussenne"
Serie A 2016/17,FC Crotone,"Gianmarco Ferrari"
Serie A 2016/17,FC Crotone,"Federico Ceccherini"
Serie A 2016/17,FC Crotone,"Claiton"
Serie A 2016/17,FC Crotone,"Giuseppe Cuomo"
Serie A 2016/17,FC Crotone,"Djamel Mesbah"
Serie A 2016/17,FC Crotone,"Mario Sampirisi"
Serie A 2016/17,FC Crotone,"Aleandro Rosi"
Serie A 2016/17,FC Crotone,"Marcus Rohdén"
Serie A 2016/17,FC Crotone,"Leonardo Capezzi"
Serie A 2016/17,FC Crotone,"Andrea Barberis"
Serie A 2016/17,FC Crotone,"Aniello Salzano"
Serie A 2016/17,FC Crotone,"Nicolò Fazzi"
Serie A 2016/17,FC Crotone,"Eddy Gnahoré"
Serie A 2016/17,FC Crotone,"Bruno Martella"
Serie A 2016/17,FC Crotone,"Manuel Nicoletti"
Serie A 2016/17,FC Crotone,"Adrian Stoian"
Serie A 2016/17,FC Crotone,"Aleksandar Tonev"
Serie A 2016/17,FC Crotone,"Raffaele Palladino"
Serie A 2016/17,FC Crotone,"Pietro De Giorgio"
Serie A 2016/17,FC Crotone,"Andrea Nalini"
Serie A 2016/17,FC Crotone,"Marcello Trotta"
Serie A 2016/17,FC Crotone,"Diego Falcinelli"
Serie A 2016/17,FC Crotone,"Simy"
Serie A 2016/17,US Cittá di Palermo,"Josip Posavec"
Serie A 2016/17,US Cittá di Palermo,"Leonardo Marson"
Serie A 2016/17,US Cittá di Palermo,"Andrea Fulignati"
Serie A 2016/17,US Cittá di Palermo,"Giancarlo González"
Serie A 2016/17,US Cittá di Palermo,"Edoardo Goldaniga"
Serie A 2016/17,US Cittá di Palermo,"Slobodan Rajkovic"
Serie A 2016/17,US Cittá di Palermo,"Thiago Cionek"
Serie A 2016/17,US Cittá di Palermo,"Sinisa Andelkovic"
Serie A 2016/17,US Cittá di Palermo,"Roberto Vitiello"
Serie A 2016/17,US Cittá di Palermo,"Andrea Punzi"
Serie A 2016/17,US Cittá di Palermo,"Haitam Aleesami"
Serie A 2016/17,US Cittá di Palermo,"Giuseppe Pezzella"
Serie A 2016/17,US Cittá di Palermo,"Simone Giuliano"
Serie A 2016/17,US Cittá di Palermo,"Michel Morganella"
Serie A 2016/17,US Cittá di Palermo,"Andrea Rispoli"
Serie A 2016/17,US Cittá di Palermo,"Bruno Henrique"
Serie A 2016/17,US Cittá di Palermo,"Mato Jajalo"
Serie A 2016/17,US Cittá di Palermo,"Alessandro Gazzi"
Serie A 2016/17,US Cittá di Palermo,"Oscar Hiljemark"
Serie A 2016/17,US Cittá di Palermo,"Ivaylo Chochev"
Serie A 2016/17,US Cittá di Palermo,"Ouasim Bouy"
Serie A 2016/17,US Cittá di Palermo,"Robin Quaison"
Serie A 2016/17,US Cittá di Palermo,"Carlos Embalo"
Serie A 2016/17,US Cittá di Palermo,"Aleksandar Trajkovski"
Serie A 2016/17,US Cittá di Palermo,"Accursio Bentivegna"
Serie A 2016/17,US Cittá di Palermo,"Alessandro Diamanti"
Serie A 2016/17,US Cittá di Palermo,"Roland Sallai"
Serie A 2016/17,US Cittá di Palermo,"Simone Lo Faso"
Serie A 2016/17,US Cittá di Palermo,"Ilija Nestorovski"
Serie A 2016/17,US Cittá di Palermo,"Norbert Balogh"
Serie A 2016/17,US Sassuolo Calcio,"Andrea Consigli"
Serie A 2016/17,US Sassuolo Calcio,"Gianluca Pegolo"
Serie A 2016/17,US Sassuolo Calcio,"Alberto Pomini"
Serie A 2016/17,US Sassuolo Calcio,"Francesco Acerbi"
Serie A 2016/17,US Sassuolo Calcio,"Timo Letschert"
Serie A 2016/17,US Sassuolo Calcio,"Luca Antei"
Serie A 2016/17,US Sassuolo Calcio,"Emanuele Terranova"
Serie A 2016/17,US Sassuolo Calcio,"Paolo Cannavaro"
Serie A 2016/17,US Sassuolo Calcio,"Federico Peluso"
Serie A 2016/17,US Sassuolo Calcio,"Cristian Dell'Orco"
Serie A 2016/17,US Sassuolo Calcio,"Pol Lirola"
Serie A 2016/17,US Sassuolo Calcio,"Marcello Gazzola"
Serie A 2016/17,US Sassuolo Calcio,"Stefano Sensi"
Serie A 2016/17,US Sassuolo Calcio,"Francesco Magnanelli"
Serie A 2016/17,US Sassuolo Calcio,"Luca Mazzitelli"
Serie A 2016/17,US Sassuolo Calcio,"Alfred Duncan"
Serie A 2016/17,US Sassuolo Calcio,"Simone Missiroli"
Serie A 2016/17,US Sassuolo Calcio,"Lorenzo Pellegrini"
Serie A 2016/17,US Sassuolo Calcio,"Davide Biondini"
Serie A 2016/17,US Sassuolo Calcio,"Matteo Politano"
Serie A 2016/17,US Sassuolo Calcio,"Domenico Berardi"
Serie A 2016/17,US Sassuolo Calcio,"Federico Ricci"
Serie A 2016/17,US Sassuolo Calcio,"Antonino Ragusa"
Serie A 2016/17,US Sassuolo Calcio,"Grégoire Defrel"
Serie A 2016/17,US Sassuolo Calcio,"Alessandro Matri"
Serie A 2016/17,US Sassuolo Calcio,"Pietro Iemmello"
Serie A 2016/17,Pescara Calcio,"Vincenzo Fiorillo"
Serie A 2016/17,Pescara Calcio,"Mirko Pigliacelli"
Serie A 2016/17,Pescara Calcio,"Albano Bizzarri"
Serie A 2016/17,Pescara Calcio,"Gabriele Aldegani"
Serie A 2016/17,Pescara Calcio,"Norbert Gyömber"
Serie A 2016/17,Pescara Calcio,"Dario Zuparic"
Serie A 2016/17,Pescara Calcio,"Michele Fornasier"
Serie A 2016/17,Pescara Calcio,"Andrea Coda"
Serie A 2016/17,Pescara Calcio,"Hugo Campagnaro"
Serie A 2016/17,Pescara Calcio,"Cristiano Biraghi"
Serie A 2016/17,Pescara Calcio,"Alessandro Crescenzi"
Serie A 2016/17,Pescara Calcio,"Francesco Zampano"
Serie A 2016/17,Pescara Calcio,"Davide Vitturini"
Serie A 2016/17,Pescara Calcio,"Leonardo Maloku"
Serie A 2016/17,Pescara Calcio,"Gastón Brugman"
Serie A 2016/17,Pescara Calcio,"Alberto Aquilani"
Serie A 2016/17,Pescara Calcio,"Bryan Cristante"
Serie A 2016/17,Pescara Calcio,"Ledian Memushaj"
Serie A 2016/17,Pescara Calcio,"Valerio Verre"
Serie A 2016/17,Pescara Calcio,"Ahmad Benali"
Serie A 2016/17,Pescara Calcio,"Alessandro Bruno"
Serie A 2016/17,Pescara Calcio,"Alexandru Mitrita"
Serie A 2016/17,Pescara Calcio,"Ferdinando Del Sole"
Serie A 2016/17,Pescara Calcio,"Simone Pepe"
Serie A 2016/17,Pescara Calcio,"Jean-Christophe Bahebeck"
Serie A 2016/17,Pescara Calcio,"Robert Muric"
Serie A 2016/17,Pescara Calcio,"Gianluca Caprari"
Serie A 2016/17,Pescara Calcio,"Rey Manaj"
Serie A 2016/17,Pescara Calcio,"Stefano Pettinari"
Serie A 2016/17,SSC Napoli,"Luigi Sepe"
Serie A 2016/17,SSC Napoli,"Pepe Reina"
Serie A 2016/17,SSC Napoli,"Rafael"
Serie A 2016/17,SSC Napoli,"Kalidou Koulibaly"
Serie A 2016/17,SSC Napoli,"Raúl Albiol"
Serie A 2016/17,SSC Napoli,"Lorenzo Tonelli"
Serie A 2016/17,SSC Napoli,"Nikola Maksimovi?"
Serie A 2016/17,SSC Napoli,"Vlad Chiriches"
Serie A 2016/17,SSC Napoli,"Igor Lasicki"
Serie A 2016/17,SSC Napoli,"Faouzi Ghoulam"
Serie A 2016/17,SSC Napoli,"Ivan Strinic"
Serie A 2016/17,SSC Napoli,"Elseid Hysaj"
Serie A 2016/17,SSC Napoli,"Christian Maggio"
Serie A 2016/17,SSC Napoli,"Jorginho"
Serie A 2016/17,SSC Napoli,"Amadou Diawara"
Serie A 2016/17,SSC Napoli,"Marek Hamsik"
Serie A 2016/17,SSC Napoli,"Allan"
Serie A 2016/17,SSC Napoli,"Piotr Zielinski"
Serie A 2016/17,SSC Napoli,"Marko Rog"
Serie A 2016/17,SSC Napoli,"Omar El Kaddouri"
Serie A 2016/17,SSC Napoli,"Emanuele Giaccherini"
Serie A 2016/17,SSC Napoli,"Lorenzo Insigne"
Serie A 2016/17,SSC Napoli,"Dries Mertens"
Serie A 2016/17,SSC Napoli,"José Callejón"
Serie A 2016/17,SSC Napoli,"Roberto Insigne"
Serie A 2016/17,SSC Napoli,"Manolo Gabbiadini"
Serie A 2016/17,SSC Napoli,"Arkadiusz Milik"
Serie A 2016/17,Atalanta BC,"Marco Sportiello"
Serie A 2016/17,Atalanta BC,"Etrit Berisha"
Serie A 2016/17,Atalanta BC,"Davide Bassi"
Serie A 2016/17,Atalanta BC,"Stefano Mazzini"
Serie A 2016/17,Atalanta BC,"Rafael Tolói"
Serie A 2016/17,Atalanta BC,"Ervin Zukanovic"
Serie A 2016/17,Atalanta BC,"Andrea Masiello"
Serie A 2016/17,Atalanta BC,"Mattia Caldara"
Serie A 2016/17,Atalanta BC,"Emanuele Suagher"
Serie A 2016/17,Atalanta BC,"Guglielmo Stendardo"
Serie A 2016/17,Atalanta BC,"Boukary Dramé"
Serie A 2016/17,Atalanta BC,"Andrea Conti"
Serie A 2016/17,Atalanta BC,"Abdoulay Konko"
Serie A 2016/17,Atalanta BC,"Franck Kessié"
Serie A 2016/17,Atalanta BC,"Jasmin Kurtic"
Serie A 2016/17,Atalanta BC,"Alberto Grassi"
Serie A 2016/17,Atalanta BC,"Remo Freuler"
Serie A 2016/17,Atalanta BC,"Carlos Carmona"
Serie A 2016/17,Atalanta BC,"Roberto Gagliardini"
Serie A 2016/17,Atalanta BC,"Giulio Migliaccio"
Serie A 2016/17,Atalanta BC,"Cristian Raimondi"
Serie A 2016/17,Atalanta BC,"Leonardo Spinazzola"
Serie A 2016/17,Atalanta BC,"Alejandro Gómez"
Serie A 2016/17,Atalanta BC,"Bryan Cabezas"
Serie A 2016/17,Atalanta BC,"Marco D'Alessandro"
Serie A 2016/17,Atalanta BC,"Alberto Paloschi"
Serie A 2016/17,Atalanta BC,"Aleksandar Pesic"
Serie A 2016/17,Atalanta BC,"Mauricio Pinilla"
Serie A 2016/17,Atalanta BC,"Andrea Petagna"
Serie A 2016/17,SS Lazio,"Federico Marchetti"
Serie A 2016/17,SS Lazio,"Ivan Vargic"
Serie A 2016/17,SS Lazio,"Thomas Strakosha"
Serie A 2016/17,SS Lazio,"Stefan de Vrij"
Serie A 2016/17,SS Lazio,"Wallace"
Serie A 2016/17,SS Lazio,"Bastos"
Serie A 2016/17,SS Lazio,"Wesley Hoedt"
Serie A 2016/17,SS Lazio,"Franjo Prce"
Serie A 2016/17,SS Lazio,"Stefan Radu"
Serie A 2016/17,SS Lazio,"Jordan Lukaku"
Serie A 2016/17,SS Lazio,"Vinícius"
Serie A 2016/17,SS Lazio,"Dusan Basta"
Serie A 2016/17,SS Lazio,"Patric"
Serie A 2016/17,SS Lazio,"Lucas Biglia"
Serie A 2016/17,SS Lazio,"Sergej Milinkovic-Savic"
Serie A 2016/17,SS Lazio,"Marco Parolo"
Serie A 2016/17,SS Lazio,"Danilo Cataldi"
Serie A 2016/17,SS Lazio,"Álvaro González"
Serie A 2016/17,SS Lazio,"Moritz Leitner"
Serie A 2016/17,SS Lazio,"Joseph Marie Minala"
Serie A 2016/17,SS Lazio,"Alessandro Murgia"
Serie A 2016/17,SS Lazio,"Senad Lulic"
Serie A 2016/17,SS Lazio,"Luis Alberto"
Serie A 2016/17,SS Lazio,"Ravel Morrison"
Serie A 2016/17,SS Lazio,"Felipe Anderson"
Serie A 2016/17,SS Lazio,"Keita Baldé"
Serie A 2016/17,SS Lazio,"Ricardo Kishna"
Serie A 2016/17,SS Lazio,"Cristiano Lombardi"
Serie A 2016/17,SS Lazio,"Ciro Immobile"
Serie A 2016/17,SS Lazio,"Filip Djordjevic"
Serie A 2016/17,SS Lazio,"Mamadou Tounkara"
Primeira Liga 2016/17,FC Rio Ave,Héldon
Primeira Liga 2016/17,FC Rio Ave,Filipe Augusto
Primeira Liga 2016/17,FC Rio Ave,Yazalde
Primeira Liga 2016/17,FC Rio Ave,Cássio
Primeira Liga 2016/17,FC Rio Ave,Carlos Alves
Primeira Liga 2016/17,FC Rio Ave,Roderick Miranda
Primeira Liga 2016/17,FC Rio Ave,Nélson Monte
Primeira Liga 2016/17,FC Rio Ave,André Vilas Boas
Primeira Liga 2016/17,FC Rio Ave,Alhassan Wakaso
Primeira Liga 2016/17,FC Rio Ave,Tarantini
